case,event,z_1
170,z,0.9676251159999999
170,ai,0.9676251159999999
170,ad,0.9676251159999999
170,al,0.9676251159999999
170,n,0.9676251159999999
170,z,0.9676251159999999
170,d,0.9676251159999999
170,c,0.9676251159999999
175,aj,0.344617755
175,j,0.344617755
175,f,0.344617755
175,s,0.344617755
175,aj,0.344617755
175,q,0.344617755
175,am,0.344617755
175,s,0.344617755
175,q,0.344617755
175,h,0.344617755
175,ai,0.344617755
175,aa,0.344617755
175,p,0.344617755
175,al,0.344617755
175,ab,0.344617755
175,ac,0.344617755
175,o,0.344617755
175,w,0.344617755
175,z,0.344617755
175,k,0.344617755
175,ad,0.344617755
175,ai,0.344617755
175,al,0.344617755
175,n,0.344617755
175,z,0.344617755
175,d,0.344617755
175,c,0.344617755
176,aj,0.277129235
176,q,0.277129235
176,j,0.277129235
176,s,0.277129235
176,h,0.277129235
176,f,0.277129235
176,s,0.277129235
176,aa,0.277129235
176,aj,0.277129235
176,am,0.277129235
176,ab,0.277129235
176,ai,0.277129235
176,ac,0.277129235
176,q,0.277129235
176,p,0.277129235
176,al,0.277129235
176,o,0.277129235
176,w,0.277129235
176,z,0.277129235
176,k,0.277129235
176,ad,0.277129235
176,ai,0.277129235
176,al,0.277129235
176,z,0.277129235
176,n,0.277129235
176,d,0.277129235
176,c,0.277129235
178,f,0.36109905600000003
178,aj,0.36109905600000003
178,a,0.36109905600000003
178,s,0.36109905600000003
178,g,0.36109905600000003
178,am,0.36109905600000003
178,s,0.36109905600000003
178,h,0.36109905600000003
178,q,0.36109905600000003
178,aa,0.36109905600000003
178,ai,0.36109905600000003
178,p,0.36109905600000003
178,ab,0.36109905600000003
178,al,0.36109905600000003
178,ac,0.36109905600000003
178,o,0.36109905600000003
178,w,0.36109905600000003
178,k,0.36109905600000003
178,z,0.36109905600000003
178,ad,0.36109905600000003
178,ai,0.36109905600000003
178,al,0.36109905600000003
178,z,0.36109905600000003
178,d,0.36109905600000003
178,n,0.36109905600000003
178,c,0.36109905600000003
179,ak,0.85586097
179,w,0.85586097
179,a,0.85586097
179,c,0.85586097
179,d,0.85586097
179,h,0.85586097
179,ai,0.85586097
179,s,0.85586097
179,ac,0.85586097
179,aa,0.85586097
179,at,0.85586097
179,ab,0.85586097
179,i,0.85586097
179,am,0.85586097
179,s,0.85586097
179,q,0.85586097
179,al,0.85586097
179,p,0.85586097
179,o,0.85586097
179,w,0.85586097
179,k,0.85586097
179,z,0.85586097
179,ai,0.85586097
179,ad,0.85586097
179,al,0.85586097
179,n,0.85586097
179,z,0.85586097
179,d,0.85586097
179,c,0.85586097
180,ak,0.7253638659999999
180,w,0.7253638659999999
180,a,0.7253638659999999
180,ah,0.7253638659999999
180,d,0.7253638659999999
180,am,0.7253638659999999
180,s,0.7253638659999999
180,h,0.7253638659999999
180,ai,0.7253638659999999
180,aj,0.7253638659999999
180,s,0.7253638659999999
180,aa,0.7253638659999999
180,ac,0.7253638659999999
180,ab,0.7253638659999999
180,q,0.7253638659999999
180,p,0.7253638659999999
180,al,0.7253638659999999
180,o,0.7253638659999999
180,w,0.7253638659999999
180,z,0.7253638659999999
180,k,0.7253638659999999
180,ai,0.7253638659999999
180,ad,0.7253638659999999
180,al,0.7253638659999999
180,d,0.7253638659999999
180,n,0.7253638659999999
180,z,0.7253638659999999
180,c,0.7253638659999999
181,f,0.439844952
181,q,0.439844952
181,aj,0.439844952
181,j,0.439844952
181,h,0.439844952
181,am,0.439844952
181,g,0.439844952
181,s,0.439844952
181,s,0.439844952
181,ai,0.439844952
181,ac,0.439844952
181,q,0.439844952
181,aa,0.439844952
181,p,0.439844952
181,al,0.439844952
181,ab,0.439844952
181,o,0.439844952
181,w,0.439844952
181,k,0.439844952
181,z,0.439844952
181,ad,0.439844952
181,ai,0.439844952
181,al,0.439844952
181,n,0.439844952
181,d,0.439844952
181,z,0.439844952
181,c,0.439844952
184,f,0.396788596
184,j,0.396788596
184,aj,0.396788596
184,q,0.396788596
184,h,0.396788596
184,am,0.396788596
184,aj,0.396788596
184,s,0.396788596
184,s,0.396788596
184,ai,0.396788596
184,ac,0.396788596
184,q,0.396788596
184,aa,0.396788596
184,al,0.396788596
184,p,0.396788596
184,ab,0.396788596
184,o,0.396788596
184,w,0.396788596
184,z,0.396788596
184,k,0.396788596
184,ad,0.396788596
184,ai,0.396788596
184,al,0.396788596
184,n,0.396788596
184,d,0.396788596
184,z,0.396788596
184,c,0.396788596
185,ak,0.636471149
185,ah,0.636471149
185,w,0.636471149
185,d,0.636471149
185,aj,0.636471149
185,a,0.636471149
185,h,0.636471149
185,s,0.636471149
185,s,0.636471149
185,aa,0.636471149
185,am,0.636471149
185,ab,0.636471149
185,ai,0.636471149
185,q,0.636471149
185,p,0.636471149
185,al,0.636471149
185,ac,0.636471149
185,o,0.636471149
185,w,0.636471149
185,k,0.636471149
185,z,0.636471149
185,ad,0.636471149
185,al,0.636471149
185,ai,0.636471149
185,d,0.636471149
185,n,0.636471149
185,z,0.636471149
185,c,0.636471149
186,j,0.252509737
186,f,0.252509737
186,q,0.252509737
186,aj,0.252509737
186,am,0.252509737
186,s,0.252509737
186,h,0.252509737
186,s,0.252509737
186,q,0.252509737
186,aa,0.252509737
186,g,0.252509737
186,ai,0.252509737
186,al,0.252509737
186,p,0.252509737
186,ab,0.252509737
186,ac,0.252509737
186,o,0.252509737
186,w,0.252509737
186,k,0.252509737
186,z,0.252509737
186,ad,0.252509737
186,al,0.252509737
186,ai,0.252509737
186,n,0.252509737
186,d,0.252509737
186,z,0.252509737
186,c,0.252509737
190,a,0.529536117
190,s,0.529536117
190,aa,0.529536117
190,h,0.529536117
190,ai,0.529536117
190,ak,0.529536117
190,ab,0.529536117
190,ac,0.529536117
190,ah,0.529536117
190,w,0.529536117
190,d,0.529536117
190,ac,0.529536117
190,am,0.529536117
190,q,0.529536117
190,aj,0.529536117
190,z,0.529536117
190,k,0.529536117
190,ai,0.529536117
190,ai,0.529536117
190,d,0.529536117
190,n,0.529536117
190,z,0.529536117
190,c,0.529536117
191,ak,0.9287539090000001
191,j,0.9287539090000001
191,q,0.9287539090000001
191,n,0.9287539090000001
191,s,0.9287539090000001
191,w,0.9287539090000001
191,h,0.9287539090000001
191,d,0.9287539090000001
191,am,0.9287539090000001
191,ai,0.9287539090000001
191,aa,0.9287539090000001
191,ab,0.9287539090000001
191,g,0.9287539090000001
191,ac,0.9287539090000001
191,s,0.9287539090000001
191,q,0.9287539090000001
191,p,0.9287539090000001
191,al,0.9287539090000001
191,o,0.9287539090000001
191,w,0.9287539090000001
191,k,0.9287539090000001
191,z,0.9287539090000001
191,ad,0.9287539090000001
191,ai,0.9287539090000001
191,al,0.9287539090000001
191,n,0.9287539090000001
191,d,0.9287539090000001
191,z,0.9287539090000001
191,c,0.9287539090000001
192,ak,0.88157505
192,j,0.88157505
192,w,0.88157505
192,d,0.88157505
192,q,0.88157505
192,c,0.88157505
192,s,0.88157505
192,h,0.88157505
192,at,0.88157505
192,ai,0.88157505
192,am,0.88157505
192,aa,0.88157505
192,ac,0.88157505
192,i,0.88157505
192,s,0.88157505
192,ab,0.88157505
192,q,0.88157505
192,al,0.88157505
192,p,0.88157505
192,o,0.88157505
192,w,0.88157505
192,k,0.88157505
192,z,0.88157505
192,ai,0.88157505
192,ad,0.88157505
192,al,0.88157505
192,n,0.88157505
192,z,0.88157505
192,d,0.88157505
192,c,0.88157505
193,f,0.422676933
193,aj,0.422676933
193,a,0.422676933
193,s,0.422676933
193,h,0.422676933
193,g,0.422676933
193,s,0.422676933
193,am,0.422676933
193,q,0.422676933
193,ai,0.422676933
193,aa,0.422676933
193,p,0.422676933
193,ac,0.422676933
193,al,0.422676933
193,o,0.422676933
193,ab,0.422676933
193,w,0.422676933
193,k,0.422676933
193,z,0.422676933
193,ai,0.422676933
193,ad,0.422676933
193,al,0.422676933
193,z,0.422676933
193,n,0.422676933
193,d,0.422676933
193,c,0.422676933
194,f,0.135376208
194,a,0.135376208
194,s,0.135376208
194,aj,0.135376208
194,h,0.135376208
194,aj,0.135376208
194,s,0.135376208
194,am,0.135376208
194,q,0.135376208
194,aa,0.135376208
194,al,0.135376208
194,ai,0.135376208
194,p,0.135376208
194,ac,0.135376208
194,ab,0.135376208
194,o,0.135376208
194,w,0.135376208
194,z,0.135376208
194,k,0.135376208
194,ad,0.135376208
194,ai,0.135376208
194,al,0.135376208
194,d,0.135376208
194,n,0.135376208
194,z,0.135376208
194,c,0.135376208
195,aj,0.445897803
195,f,0.445897803
195,s,0.445897803
195,a,0.445897803
195,am,0.445897803
195,q,0.445897803
195,h,0.445897803
195,g,0.445897803
195,al,0.445897803
195,s,0.445897803
195,p,0.445897803
195,ai,0.445897803
195,aa,0.445897803
195,o,0.445897803
195,ac,0.445897803
195,ab,0.445897803
195,w,0.445897803
195,z,0.445897803
195,k,0.445897803
195,ad,0.445897803
195,al,0.445897803
195,ai,0.445897803
195,n,0.445897803
195,z,0.445897803
195,d,0.445897803
195,c,0.445897803
196,aj,0.21477213399999998
196,f,0.21477213399999998
196,a,0.21477213399999998
196,s,0.21477213399999998
196,i,0.21477213399999998
196,am,0.21477213399999998
196,q,0.21477213399999998
196,h,0.21477213399999998
196,p,0.21477213399999998
196,s,0.21477213399999998
196,ai,0.21477213399999998
196,al,0.21477213399999998
196,aa,0.21477213399999998
196,ab,0.21477213399999998
196,ac,0.21477213399999998
196,o,0.21477213399999998
196,w,0.21477213399999998
196,k,0.21477213399999998
196,z,0.21477213399999998
196,ad,0.21477213399999998
196,ai,0.21477213399999998
196,al,0.21477213399999998
196,d,0.21477213399999998
196,z,0.21477213399999998
196,n,0.21477213399999998
196,c,0.21477213399999998
197,a,0.586708508
197,ak,0.586708508
197,s,0.586708508
197,aa,0.586708508
197,ab,0.586708508
197,h,0.586708508
197,ai,0.586708508
197,w,0.586708508
197,ac,0.586708508
197,ah,0.586708508
197,d,0.586708508
197,af,0.586708508
197,aj,0.586708508
197,ac,0.586708508
197,k,0.586708508
197,z,0.586708508
197,ai,0.586708508
197,ai,0.586708508
197,d,0.586708508
197,n,0.586708508
197,z,0.586708508
197,c,0.586708508
198,j,0.0036781970000000002
198,f,0.0036781970000000002
198,q,0.0036781970000000002
198,h,0.0036781970000000002
198,aj,0.0036781970000000002
198,s,0.0036781970000000002
198,am,0.0036781970000000002
198,ai,0.0036781970000000002
198,s,0.0036781970000000002
198,i,0.0036781970000000002
198,ac,0.0036781970000000002
198,q,0.0036781970000000002
198,aa,0.0036781970000000002
198,p,0.0036781970000000002
198,ab,0.0036781970000000002
198,al,0.0036781970000000002
198,o,0.0036781970000000002
198,w,0.0036781970000000002
198,z,0.0036781970000000002
198,k,0.0036781970000000002
198,ad,0.0036781970000000002
198,al,0.0036781970000000002
198,ai,0.0036781970000000002
198,n,0.0036781970000000002
198,d,0.0036781970000000002
198,z,0.0036781970000000002
198,c,0.0036781970000000002
199,j,0.747620866
199,ak,0.747620866
199,q,0.747620866
199,ah,0.747620866
199,w,0.747620866
199,h,0.747620866
199,s,0.747620866
199,d,0.747620866
199,ai,0.747620866
199,aa,0.747620866
199,s,0.747620866
199,ab,0.747620866
199,ac,0.747620866
199,aj,0.747620866
199,am,0.747620866
199,q,0.747620866
199,p,0.747620866
199,al,0.747620866
199,o,0.747620866
199,w,0.747620866
199,z,0.747620866
199,k,0.747620866
199,ad,0.747620866
199,ai,0.747620866
199,al,0.747620866
199,d,0.747620866
199,n,0.747620866
199,z,0.747620866
199,c,0.747620866
200,f,0.381766062
200,q,0.381766062
200,aj,0.381766062
200,j,0.381766062
200,g,0.381766062
200,am,0.381766062
200,s,0.381766062
200,aa,0.381766062
200,h,0.381766062
200,s,0.381766062
200,ai,0.381766062
200,ab,0.381766062
200,q,0.381766062
200,ac,0.381766062
200,al,0.381766062
200,p,0.381766062
200,o,0.381766062
200,w,0.381766062
200,k,0.381766062
200,z,0.381766062
200,ai,0.381766062
200,ad,0.381766062
200,al,0.381766062
200,z,0.381766062
200,n,0.381766062
200,d,0.381766062
200,c,0.381766062
202,f,0.423692067
202,aj,0.423692067
202,am,0.423692067
202,a,0.423692067
202,h,0.423692067
202,i,0.423692067
202,ai,0.423692067
202,ac,0.423692067
202,s,0.423692067
202,s,0.423692067
202,q,0.423692067
202,p,0.423692067
202,aa,0.423692067
202,al,0.423692067
202,o,0.423692067
202,ab,0.423692067
202,w,0.423692067
202,z,0.423692067
202,k,0.423692067
202,ad,0.423692067
202,al,0.423692067
202,ai,0.423692067
202,n,0.423692067
202,d,0.423692067
202,z,0.423692067
202,c,0.423692067
205,a,0.014277931
205,f,0.014277931
205,aj,0.014277931
205,s,0.014277931
205,h,0.014277931
205,am,0.014277931
205,g,0.014277931
205,s,0.014277931
205,aa,0.014277931
205,ai,0.014277931
205,q,0.014277931
205,ac,0.014277931
205,ab,0.014277931
205,al,0.014277931
205,p,0.014277931
205,o,0.014277931
205,w,0.014277931
205,z,0.014277931
205,k,0.014277931
205,ai,0.014277931
205,ad,0.014277931
205,al,0.014277931
205,n,0.014277931
205,d,0.014277931
205,z,0.014277931
205,c,0.014277931
206,ak,0.480200676
206,a,0.480200676
206,ah,0.480200676
206,s,0.480200676
206,h,0.480200676
206,w,0.480200676
206,d,0.480200676
206,ac,0.480200676
206,aj,0.480200676
206,am,0.480200676
206,ai,0.480200676
206,aa,0.480200676
206,q,0.480200676
206,k,0.480200676
206,ac,0.480200676
206,z,0.480200676
206,ab,0.480200676
206,y,0.480200676
206,ai,0.480200676
206,n,0.480200676
206,z,0.480200676
206,d,0.480200676
206,n,0.480200676
206,c,0.480200676
207,a,0.662770228
207,ak,0.662770228
207,w,0.662770228
207,s,0.662770228
207,ah,0.662770228
207,h,0.662770228
207,ai,0.662770228
207,d,0.662770228
207,aj,0.662770228
207,aa,0.662770228
207,ac,0.662770228
207,ab,0.662770228
207,am,0.662770228
207,s,0.662770228
207,q,0.662770228
207,al,0.662770228
207,p,0.662770228
207,o,0.662770228
207,w,0.662770228
207,k,0.662770228
207,z,0.662770228
207,ad,0.662770228
207,al,0.662770228
207,ai,0.662770228
207,n,0.662770228
207,z,0.662770228
207,d,0.662770228
207,c,0.662770228
208,f,0.253964801
208,aj,0.253964801
208,q,0.253964801
208,j,0.253964801
208,aj,0.253964801
208,am,0.253964801
208,s,0.253964801
208,aa,0.253964801
208,s,0.253964801
208,h,0.253964801
208,q,0.253964801
208,ab,0.253964801
208,al,0.253964801
208,p,0.253964801
208,ai,0.253964801
208,ac,0.253964801
208,o,0.253964801
208,w,0.253964801
208,k,0.253964801
208,z,0.253964801
208,ai,0.253964801
208,ad,0.253964801
208,al,0.253964801
208,n,0.253964801
208,d,0.253964801
208,z,0.253964801
208,c,0.253964801
209,f,0.211516585
209,aj,0.211516585
209,am,0.211516585
209,a,0.211516585
209,s,0.211516585
209,aj,0.211516585
209,q,0.211516585
209,p,0.211516585
209,s,0.211516585
209,aa,0.211516585
209,h,0.211516585
209,ab,0.211516585
209,al,0.211516585
209,ai,0.211516585
209,o,0.211516585
209,ac,0.211516585
209,w,0.211516585
209,k,0.211516585
209,z,0.211516585
209,ad,0.211516585
209,al,0.211516585
209,ai,0.211516585
209,d,0.211516585
209,n,0.211516585
209,z,0.211516585
209,c,0.211516585
210,a,0.511478047
210,ak,0.511478047
210,ah,0.511478047
210,h,0.511478047
210,s,0.511478047
210,aa,0.511478047
210,w,0.511478047
210,ab,0.511478047
210,ai,0.511478047
210,ac,0.511478047
210,d,0.511478047
210,ac,0.511478047
210,aj,0.511478047
210,am,0.511478047
210,q,0.511478047
210,z,0.511478047
210,k,0.511478047
210,y,0.511478047
210,n,0.511478047
210,ai,0.511478047
210,n,0.511478047
210,z,0.511478047
210,d,0.511478047
210,c,0.511478047
211,ak,0.8991426309999999
211,n,0.8991426309999999
211,q,0.8991426309999999
211,j,0.8991426309999999
211,s,0.8991426309999999
211,w,0.8991426309999999
211,aa,0.8991426309999999
211,h,0.8991426309999999
211,ab,0.8991426309999999
211,d,0.8991426309999999
211,g,0.8991426309999999
211,s,0.8991426309999999
211,ai,0.8991426309999999
211,am,0.8991426309999999
211,ac,0.8991426309999999
211,q,0.8991426309999999
211,p,0.8991426309999999
211,al,0.8991426309999999
211,o,0.8991426309999999
211,w,0.8991426309999999
211,z,0.8991426309999999
211,k,0.8991426309999999
211,ai,0.8991426309999999
211,ad,0.8991426309999999
211,al,0.8991426309999999
211,n,0.8991426309999999
211,d,0.8991426309999999
211,z,0.8991426309999999
211,c,0.8991426309999999
212,q,0.103052251
212,j,0.103052251
212,f,0.103052251
212,aj,0.103052251
212,g,0.103052251
212,s,0.103052251
212,am,0.103052251
212,h,0.103052251
212,aa,0.103052251
212,s,0.103052251
212,ab,0.103052251
212,ai,0.103052251
212,ac,0.103052251
212,q,0.103052251
212,al,0.103052251
212,p,0.103052251
212,o,0.103052251
212,w,0.103052251
212,z,0.103052251
212,k,0.103052251
212,ad,0.103052251
212,al,0.103052251
212,ai,0.103052251
212,n,0.103052251
212,z,0.103052251
212,d,0.103052251
212,c,0.103052251
213,a,0.519176331
213,ak,0.519176331
213,s,0.519176331
213,aa,0.519176331
213,w,0.519176331
213,ab,0.519176331
213,ah,0.519176331
213,h,0.519176331
213,d,0.519176331
213,ac,0.519176331
213,af,0.519176331
213,ai,0.519176331
213,aj,0.519176331
213,k,0.519176331
213,ac,0.519176331
213,z,0.519176331
213,ai,0.519176331
213,ai,0.519176331
213,d,0.519176331
213,n,0.519176331
213,z,0.519176331
213,c,0.519176331
214,a,0.48094425399999996
214,s,0.48094425399999996
214,ak,0.48094425399999996
214,w,0.48094425399999996
214,h,0.48094425399999996
214,ai,0.48094425399999996
214,d,0.48094425399999996
214,aa,0.48094425399999996
214,ah,0.48094425399999996
214,am,0.48094425399999996
214,ab,0.48094425399999996
214,ac,0.48094425399999996
214,aj,0.48094425399999996
214,q,0.48094425399999996
214,ac,0.48094425399999996
214,k,0.48094425399999996
214,z,0.48094425399999996
214,ai,0.48094425399999996
214,y,0.48094425399999996
214,n,0.48094425399999996
214,z,0.48094425399999996
214,d,0.48094425399999996
214,n,0.48094425399999996
214,c,0.48094425399999996
215,ak,0.636726047
215,ah,0.636726047
215,a,0.636726047
215,h,0.636726047
215,ai,0.636726047
215,w,0.636726047
215,s,0.636726047
215,d,0.636726047
215,ac,0.636726047
215,aa,0.636726047
215,aj,0.636726047
215,s,0.636726047
215,ab,0.636726047
215,am,0.636726047
215,q,0.636726047
215,p,0.636726047
215,al,0.636726047
215,o,0.636726047
215,w,0.636726047
215,z,0.636726047
215,k,0.636726047
215,ai,0.636726047
215,ad,0.636726047
215,al,0.636726047
215,n,0.636726047
215,z,0.636726047
215,d,0.636726047
215,c,0.636726047
217,ak,0.605786555
217,q,0.605786555
217,j,0.605786555
217,h,0.605786555
217,ah,0.605786555
217,s,0.605786555
217,w,0.605786555
217,aa,0.605786555
217,ai,0.605786555
217,ab,0.605786555
217,d,0.605786555
217,ac,0.605786555
217,aj,0.605786555
217,ac,0.605786555
217,af,0.605786555
217,k,0.605786555
217,z,0.605786555
217,ai,0.605786555
217,y,0.605786555
217,n,0.605786555
217,n,0.605786555
217,d,0.605786555
217,z,0.605786555
217,c,0.605786555
218,aj,0.298603077
218,f,0.298603077
218,aj,0.298603077
218,a,0.298603077
218,am,0.298603077
218,s,0.298603077
218,s,0.298603077
218,h,0.298603077
218,aa,0.298603077
218,ai,0.298603077
218,q,0.298603077
218,ac,0.298603077
218,p,0.298603077
218,al,0.298603077
218,ab,0.298603077
218,o,0.298603077
218,w,0.298603077
218,k,0.298603077
218,z,0.298603077
218,ai,0.298603077
218,ad,0.298603077
218,al,0.298603077
218,n,0.298603077
218,d,0.298603077
218,z,0.298603077
218,c,0.298603077
219,q,0.893102596
219,ak,0.893102596
219,j,0.893102596
219,s,0.893102596
219,aa,0.893102596
219,w,0.893102596
219,h,0.893102596
219,n,0.893102596
219,ai,0.893102596
219,ab,0.893102596
219,ac,0.893102596
219,d,0.893102596
219,s,0.893102596
219,am,0.893102596
219,g,0.893102596
219,q,0.893102596
219,al,0.893102596
219,p,0.893102596
219,o,0.893102596
219,w,0.893102596
219,k,0.893102596
219,z,0.893102596
219,ai,0.893102596
219,ad,0.893102596
219,al,0.893102596
219,n,0.893102596
219,z,0.893102596
219,d,0.893102596
219,c,0.893102596
220,f,0.034555655
220,aj,0.034555655
220,am,0.034555655
220,g,0.034555655
220,s,0.034555655
220,q,0.034555655
220,a,0.034555655
220,s,0.034555655
220,al,0.034555655
220,p,0.034555655
220,h,0.034555655
220,aa,0.034555655
220,ab,0.034555655
220,o,0.034555655
220,ai,0.034555655
220,ac,0.034555655
220,w,0.034555655
220,k,0.034555655
220,z,0.034555655
220,ai,0.034555655
220,ad,0.034555655
220,al,0.034555655
220,z,0.034555655
220,n,0.034555655
220,d,0.034555655
220,c,0.034555655
221,f,0.333209863
221,j,0.333209863
221,q,0.333209863
221,aj,0.333209863
221,am,0.333209863
221,s,0.333209863
221,h,0.333209863
221,s,0.333209863
221,g,0.333209863
221,aa,0.333209863
221,ai,0.333209863
221,q,0.333209863
221,ac,0.333209863
221,p,0.333209863
221,ab,0.333209863
221,al,0.333209863
221,o,0.333209863
221,w,0.333209863
221,z,0.333209863
221,k,0.333209863
221,ad,0.333209863
221,al,0.333209863
221,ai,0.333209863
221,d,0.333209863
221,n,0.333209863
221,z,0.333209863
221,c,0.333209863
223,aj,0.291554019
223,f,0.291554019
223,s,0.291554019
223,q,0.291554019
223,am,0.291554019
223,q,0.291554019
223,p,0.291554019
223,aj,0.291554019
223,j,0.291554019
223,h,0.291554019
223,s,0.291554019
223,al,0.291554019
223,aa,0.291554019
223,o,0.291554019
223,ab,0.291554019
223,ai,0.291554019
223,ac,0.291554019
223,w,0.291554019
223,k,0.291554019
223,z,0.291554019
223,ai,0.291554019
223,ad,0.291554019
223,al,0.291554019
223,d,0.291554019
223,z,0.291554019
223,n,0.291554019
223,c,0.291554019
224,ak,0.851703068
224,q,0.851703068
224,w,0.851703068
224,j,0.851703068
224,c,0.851703068
224,h,0.851703068
224,d,0.851703068
224,s,0.851703068
224,aa,0.851703068
224,ai,0.851703068
224,at,0.851703068
224,am,0.851703068
224,ac,0.851703068
224,i,0.851703068
224,ab,0.851703068
224,s,0.851703068
224,q,0.851703068
224,p,0.851703068
224,al,0.851703068
224,o,0.851703068
224,w,0.851703068
224,k,0.851703068
224,z,0.851703068
224,ai,0.851703068
224,ad,0.851703068
224,al,0.851703068
224,d,0.851703068
224,n,0.851703068
224,z,0.851703068
224,c,0.851703068
227,aj,0.408183178
227,q,0.408183178
227,f,0.408183178
227,j,0.408183178
227,s,0.408183178
227,am,0.408183178
227,s,0.408183178
227,i,0.408183178
227,h,0.408183178
227,q,0.408183178
227,ai,0.408183178
227,aa,0.408183178
227,ab,0.408183178
227,p,0.408183178
227,al,0.408183178
227,ac,0.408183178
227,o,0.408183178
227,w,0.408183178
227,k,0.408183178
227,z,0.408183178
227,ai,0.408183178
227,ad,0.408183178
227,al,0.408183178
227,z,0.408183178
227,n,0.408183178
227,d,0.408183178
227,c,0.408183178
228,q,0.6212456470000001
228,j,0.6212456470000001
228,ak,0.6212456470000001
228,ah,0.6212456470000001
228,s,0.6212456470000001
228,h,0.6212456470000001
228,w,0.6212456470000001
228,ai,0.6212456470000001
228,aa,0.6212456470000001
228,ab,0.6212456470000001
228,ac,0.6212456470000001
228,d,0.6212456470000001
228,s,0.6212456470000001
228,aj,0.6212456470000001
228,am,0.6212456470000001
228,q,0.6212456470000001
228,al,0.6212456470000001
228,p,0.6212456470000001
228,o,0.6212456470000001
228,w,0.6212456470000001
228,z,0.6212456470000001
228,k,0.6212456470000001
228,ai,0.6212456470000001
228,ad,0.6212456470000001
228,al,0.6212456470000001
228,z,0.6212456470000001
228,d,0.6212456470000001
228,n,0.6212456470000001
228,c,0.6212456470000001
229,ak,0.5209590270000001
229,a,0.5209590270000001
229,s,0.5209590270000001
229,ah,0.5209590270000001
229,w,0.5209590270000001
229,d,0.5209590270000001
229,h,0.5209590270000001
229,ai,0.5209590270000001
229,af,0.5209590270000001
229,aa,0.5209590270000001
229,ab,0.5209590270000001
229,aj,0.5209590270000001
229,ac,0.5209590270000001
229,ac,0.5209590270000001
229,z,0.5209590270000001
229,k,0.5209590270000001
229,ai,0.5209590270000001
229,ai,0.5209590270000001
229,d,0.5209590270000001
229,n,0.5209590270000001
229,z,0.5209590270000001
231,ak,0.804224901
231,w,0.804224901
231,a,0.804224901
231,ah,0.804224901
231,s,0.804224901
231,d,0.804224901
231,h,0.804224901
231,am,0.804224901
231,ai,0.804224901
231,aa,0.804224901
231,s,0.804224901
231,aj,0.804224901
231,ac,0.804224901
231,ab,0.804224901
231,q,0.804224901
231,al,0.804224901
231,p,0.804224901
231,o,0.804224901
231,w,0.804224901
231,k,0.804224901
231,z,0.804224901
231,ad,0.804224901
231,ai,0.804224901
231,al,0.804224901
231,n,0.804224901
231,z,0.804224901
231,d,0.804224901
231,c,0.804224901
233,ak,0.6886719859999999
233,w,0.6886719859999999
233,j,0.6886719859999999
233,q,0.6886719859999999
233,s,0.6886719859999999
233,ah,0.6886719859999999
233,d,0.6886719859999999
233,am,0.6886719859999999
233,aa,0.6886719859999999
233,h,0.6886719859999999
233,ab,0.6886719859999999
233,s,0.6886719859999999
233,q,0.6886719859999999
233,al,0.6886719859999999
233,aj,0.6886719859999999
233,p,0.6886719859999999
233,ai,0.6886719859999999
233,ac,0.6886719859999999
233,o,0.6886719859999999
233,w,0.6886719859999999
233,k,0.6886719859999999
233,z,0.6886719859999999
233,ad,0.6886719859999999
233,ai,0.6886719859999999
233,al,0.6886719859999999
233,d,0.6886719859999999
233,z,0.6886719859999999
233,n,0.6886719859999999
233,c,0.6886719859999999
234,aj,0.388880413
234,q,0.388880413
234,f,0.388880413
234,am,0.388880413
234,j,0.388880413
234,s,0.388880413
234,s,0.388880413
234,q,0.388880413
234,i,0.388880413
234,h,0.388880413
234,p,0.388880413
234,ai,0.388880413
234,al,0.388880413
234,ac,0.388880413
234,aa,0.388880413
234,o,0.388880413
234,w,0.388880413
234,ab,0.388880413
234,z,0.388880413
234,k,0.388880413
234,ai,0.388880413
234,ad,0.388880413
234,al,0.388880413
234,n,0.388880413
234,d,0.388880413
234,z,0.388880413
234,c,0.388880413
235,ak,0.881612561
235,q,0.881612561
235,j,0.881612561
235,n,0.881612561
235,h,0.881612561
235,w,0.881612561
235,s,0.881612561
235,ai,0.881612561
235,d,0.881612561
235,aa,0.881612561
235,ac,0.881612561
235,g,0.881612561
235,s,0.881612561
235,am,0.881612561
235,ab,0.881612561
235,q,0.881612561
235,p,0.881612561
235,al,0.881612561
235,o,0.881612561
235,w,0.881612561
235,k,0.881612561
235,z,0.881612561
235,ad,0.881612561
235,ai,0.881612561
235,al,0.881612561
235,d,0.881612561
235,z,0.881612561
235,n,0.881612561
235,c,0.881612561
237,q,0.8164758059999999
237,ak,0.8164758059999999
237,ah,0.8164758059999999
237,j,0.8164758059999999
237,w,0.8164758059999999
237,d,0.8164758059999999
237,s,0.8164758059999999
237,am,0.8164758059999999
237,aj,0.8164758059999999
237,s,0.8164758059999999
237,h,0.8164758059999999
237,q,0.8164758059999999
237,aa,0.8164758059999999
237,ai,0.8164758059999999
237,al,0.8164758059999999
237,ac,0.8164758059999999
237,ab,0.8164758059999999
237,p,0.8164758059999999
237,o,0.8164758059999999
237,w,0.8164758059999999
237,k,0.8164758059999999
237,z,0.8164758059999999
237,ai,0.8164758059999999
237,ad,0.8164758059999999
237,al,0.8164758059999999
237,d,0.8164758059999999
237,z,0.8164758059999999
237,n,0.8164758059999999
237,c,0.8164758059999999
238,j,0.361564147
238,aj,0.361564147
238,q,0.361564147
