case,event,z_1
122,w,0.952554159
122,ai,0.952554159
122,d,0.952554159
122,s,0.952554159
122,am,0.952554159
122,g,0.952554159
122,aa,0.952554159
122,ac,0.952554159
122,ab,0.952554159
122,s,0.952554159
122,q,0.952554159
122,p,0.952554159
122,al,0.952554159
122,o,0.952554159
122,w,0.952554159
122,z,0.952554159
122,k,0.952554159
122,ad,0.952554159
122,ai,0.952554159
122,al,0.952554159
122,z,0.952554159
122,n,0.952554159
122,d,0.952554159
122,c,0.952554159
123,q,0.83824459
123,ak,0.83824459
123,n,0.83824459
123,w,0.83824459
123,d,0.83824459
123,j,0.83824459
123,g,0.83824459
123,s,0.83824459
123,s,0.83824459
123,h,0.83824459
123,am,0.83824459
123,aa,0.83824459
123,ab,0.83824459
123,ai,0.83824459
123,q,0.83824459
123,al,0.83824459
123,ac,0.83824459
123,p,0.83824459
123,o,0.83824459
123,w,0.83824459
123,k,0.83824459
123,z,0.83824459
123,ai,0.83824459
123,ad,0.83824459
123,al,0.83824459
123,z,0.83824459
123,n,0.83824459
123,d,0.83824459
123,c,0.83824459
124,f,0.418385251
124,aj,0.418385251
124,i,0.418385251
124,j,0.418385251
124,q,0.418385251
124,s,0.418385251
124,am,0.418385251
124,aa,0.418385251
124,s,0.418385251
124,ab,0.418385251
124,h,0.418385251
124,q,0.418385251
124,ai,0.418385251
124,p,0.418385251
124,ac,0.418385251
124,al,0.418385251
124,o,0.418385251
124,w,0.418385251
124,z,0.418385251
124,k,0.418385251
124,ad,0.418385251
124,ai,0.418385251
124,al,0.418385251
124,d,0.418385251
124,z,0.418385251
124,n,0.418385251
124,c,0.418385251
125,q,0.588150958
125,ak,0.588150958
125,ah,0.588150958
125,j,0.588150958
125,w,0.588150958
125,s,0.588150958
125,h,0.588150958
125,d,0.588150958
125,ai,0.588150958
125,ac,0.588150958
125,am,0.588150958
125,aa,0.588150958
125,ab,0.588150958
125,aj,0.588150958
125,ac,0.588150958
125,q,0.588150958
125,z,0.588150958
125,k,0.588150958
125,ai,0.588150958
125,y,0.588150958
125,n,0.588150958
125,z,0.588150958
125,d,0.588150958
125,n,0.588150958
125,c,0.588150958
126,f,0.146659133
126,aj,0.146659133
126,a,0.146659133
126,s,0.146659133
126,i,0.146659133
126,am,0.146659133
126,aa,0.146659133
126,h,0.146659133
126,s,0.146659133
126,q,0.146659133
126,ai,0.146659133
126,ab,0.146659133
126,ac,0.146659133
126,p,0.146659133
126,al,0.146659133
126,o,0.146659133
126,w,0.146659133
126,z,0.146659133
126,k,0.146659133
126,ad,0.146659133
126,ai,0.146659133
126,al,0.146659133
126,z,0.146659133
126,d,0.146659133
126,n,0.146659133
126,c,0.146659133
127,ak,0.510101605
127,a,0.510101605
127,w,0.510101605
127,s,0.510101605
127,ah,0.510101605
127,aa,0.510101605
127,h,0.510101605
127,ai,0.510101605
127,d,0.510101605
127,ab,0.510101605
127,ac,0.510101605
127,aj,0.510101605
127,af,0.510101605
127,z,0.510101605
127,ac,0.510101605
127,k,0.510101605
127,ai,0.510101605
127,ai,0.510101605
127,d,0.510101605
127,z,0.510101605
127,n,0.510101605
127,c,0.510101605
128,aj,0.058640195
128,f,0.058640195
128,s,0.058640195
128,a,0.058640195
128,h,0.058640195
128,ai,0.058640195
128,s,0.058640195
128,ac,0.058640195
128,am,0.058640195
128,q,0.058640195
128,aj,0.058640195
128,aa,0.058640195
128,al,0.058640195
128,p,0.058640195
128,ab,0.058640195
128,o,0.058640195
128,w,0.058640195
128,z,0.058640195
128,k,0.058640195
128,ai,0.058640195
128,ad,0.058640195
128,al,0.058640195
128,n,0.058640195
128,z,0.058640195
128,d,0.058640195
128,c,0.058640195
129,ak,0.592794446
129,w,0.592794446
129,a,0.592794446
129,ah,0.592794446
129,d,0.592794446
129,s,0.592794446
129,aa,0.592794446
129,h,0.592794446
129,am,0.592794446
129,aj,0.592794446
129,ab,0.592794446
129,q,0.592794446
129,ai,0.592794446
129,ac,0.592794446
129,z,0.592794446
129,k,0.592794446
129,ac,0.592794446
129,ai,0.592794446
129,y,0.592794446
129,n,0.592794446
129,n,0.592794446
129,z,0.592794446
129,d,0.592794446
129,c,0.592794446
130,ak,0.971941787
130,n,0.971941787
130,q,0.971941787
130,w,0.971941787
130,j,0.971941787
130,d,0.971941787
130,s,0.971941787
130,h,0.971941787
130,s,0.971941787
130,am,0.971941787
130,q,0.971941787
130,aa,0.971941787
130,g,0.971941787
130,ai,0.971941787
130,p,0.971941787
130,ab,0.971941787
130,al,0.971941787
130,ac,0.971941787
130,o,0.971941787
130,w,0.971941787
130,z,0.971941787
130,k,0.971941787
130,ai,0.971941787
130,ad,0.971941787
130,al,0.971941787
130,n,0.971941787
130,d,0.971941787
130,z,0.971941787
130,c,0.971941787
131,j,0.861039213
131,ak,0.861039213
131,q,0.861039213
131,s,0.861039213
131,w,0.861039213
131,aa,0.861039213
131,d,0.861039213
131,ab,0.861039213
131,n,0.861039213
131,am,0.861039213
131,h,0.861039213
131,g,0.861039213
131,s,0.861039213
131,ai,0.861039213
131,ac,0.861039213
131,q,0.861039213
131,al,0.861039213
131,p,0.861039213
131,o,0.861039213
131,w,0.861039213
131,z,0.861039213
131,k,0.861039213
131,ai,0.861039213
131,ad,0.861039213
131,al,0.861039213
131,d,0.861039213
131,z,0.861039213
131,n,0.861039213
131,c,0.861039213
132,q,0.641415531
132,j,0.641415531
132,ak,0.641415531
132,s,0.641415531
132,w,0.641415531
132,h,0.641415531
132,ai,0.641415531
132,aa,0.641415531
132,ah,0.641415531
132,ac,0.641415531
132,d,0.641415531
132,ab,0.641415531
132,s,0.641415531
132,aj,0.641415531
132,am,0.641415531
132,q,0.641415531
132,p,0.641415531
132,al,0.641415531
132,o,0.641415531
132,w,0.641415531
132,k,0.641415531
132,z,0.641415531
132,ai,0.641415531
132,ad,0.641415531
132,al,0.641415531
132,z,0.641415531
132,n,0.641415531
132,d,0.641415531
132,c,0.641415531
133,ak,0.641126171
133,ah,0.641126171
133,a,0.641126171
133,w,0.641126171
133,h,0.641126171
133,s,0.641126171
133,aa,0.641126171
133,ai,0.641126171
133,ab,0.641126171
133,ac,0.641126171
133,d,0.641126171
133,am,0.641126171
133,aj,0.641126171
133,s,0.641126171
133,q,0.641126171
133,al,0.641126171
133,p,0.641126171
133,o,0.641126171
133,w,0.641126171
133,k,0.641126171
133,z,0.641126171
133,ai,0.641126171
133,ad,0.641126171
133,al,0.641126171
133,d,0.641126171
133,n,0.641126171
133,z,0.641126171
133,c,0.641126171
134,f,0.293402935
134,aj,0.293402935
134,a,0.293402935
134,s,0.293402935
134,s,0.293402935
134,h,0.293402935
134,am,0.293402935
134,g,0.293402935
134,ai,0.293402935
134,ac,0.293402935
134,aa,0.293402935
134,q,0.293402935
134,p,0.293402935
134,al,0.293402935
134,ab,0.293402935
134,o,0.293402935
134,w,0.293402935
134,k,0.293402935
134,z,0.293402935
134,ai,0.293402935
134,ad,0.293402935
134,al,0.293402935
134,z,0.293402935
134,n,0.293402935
134,d,0.293402935
134,c,0.293402935
135,ak,0.975292619
135,a,0.975292619
135,n,0.975292619
135,w,0.975292619
135,s,0.975292619
135,h,0.975292619
135,d,0.975292619
135,s,0.975292619
135,am,0.975292619
135,g,0.975292619
135,ai,0.975292619
135,aa,0.975292619
135,ab,0.975292619
135,q,0.975292619
135,ac,0.975292619
135,p,0.975292619
135,al,0.975292619
135,o,0.975292619
135,w,0.975292619
135,z,0.975292619
135,k,0.975292619
135,ai,0.975292619
135,ad,0.975292619
135,al,0.975292619
135,n,0.975292619
135,z,0.975292619
136,ak,0.992631956
136,a,0.992631956
136,n,0.992631956
136,h,0.992631956
136,w,0.992631956
136,d,0.992631956
136,g,0.992631956
136,s,0.992631956
136,s,0.992631956
136,am,0.992631956
136,ai,0.992631956
136,aa,0.992631956
136,ac,0.992631956
136,q,0.992631956
136,ab,0.992631956
136,p,0.992631956
136,al,0.992631956
136,o,0.992631956
136,w,0.992631956
136,z,0.992631956
136,k,0.992631956
136,ad,0.992631956
136,ai,0.992631956
136,al,0.992631956
136,d,0.992631956
136,n,0.992631956
137,aj,0.292966852
137,a,0.292966852
137,f,0.292966852
137,s,0.292966852
137,am,0.292966852
137,aa,0.292966852
137,s,0.292966852
137,h,0.292966852
137,g,0.292966852
137,q,0.292966852
137,ab,0.292966852
137,p,0.292966852
137,ai,0.292966852
137,al,0.292966852
137,ac,0.292966852
137,o,0.292966852
137,w,0.292966852
137,k,0.292966852
137,z,0.292966852
137,ai,0.292966852
137,ad,0.292966852
137,al,0.292966852
137,n,0.292966852
137,z,0.292966852
137,d,0.292966852
138,aj,0.109115886
138,a,0.109115886
138,h,0.109115886
138,f,0.109115886
138,aj,0.109115886
138,s,0.109115886
138,s,0.109115886
138,ai,0.109115886
138,ac,0.109115886
138,aa,0.109115886
138,am,0.109115886
138,ab,0.109115886
138,q,0.109115886
138,p,0.109115886
138,al,0.109115886
138,o,0.109115886
138,w,0.109115886
138,k,0.109115886
138,z,0.109115886
138,ad,0.109115886
138,al,0.109115886
138,ai,0.109115886
138,n,0.109115886
138,z,0.109115886
138,d,0.109115886
138,c,0.109115886
139,ak,0.478848684
139,w,0.478848684
139,ah,0.478848684
139,a,0.478848684
139,h,0.478848684
139,s,0.478848684
139,d,0.478848684
139,am,0.478848684
139,aa,0.478848684
139,ac,0.478848684
139,aj,0.478848684
139,ai,0.478848684
139,ac,0.478848684
139,q,0.478848684
139,z,0.478848684
139,ab,0.478848684
139,k,0.478848684
139,ai,0.478848684
139,y,0.478848684
139,n,0.478848684
139,d,0.478848684
139,n,0.478848684
139,z,0.478848684
139,c,0.478848684
140,q,0.084453257
140,aj,0.084453257
140,j,0.084453257
140,f,0.084453257
140,h,0.084453257
140,ai,0.084453257
140,am,0.084453257
140,s,0.084453257
140,aj,0.084453257
140,s,0.084453257
140,ac,0.084453257
140,q,0.084453257
140,p,0.084453257
140,aa,0.084453257
140,al,0.084453257
140,ab,0.084453257
140,o,0.084453257
140,w,0.084453257
140,z,0.084453257
140,k,0.084453257
140,ad,0.084453257
140,ai,0.084453257
140,al,0.084453257
140,z,0.084453257
140,n,0.084453257
140,d,0.084453257
140,c,0.084453257
141,aj,0.043724552
141,a,0.043724552
141,s,0.043724552
141,f,0.043724552
141,g,0.043724552
141,aa,0.043724552
141,am,0.043724552
141,h,0.043724552
141,s,0.043724552
141,ab,0.043724552
141,q,0.043724552
141,p,0.043724552
141,ai,0.043724552
141,al,0.043724552
141,ac,0.043724552
141,o,0.043724552
141,w,0.043724552
141,k,0.043724552
141,z,0.043724552
141,ad,0.043724552
141,ai,0.043724552
141,al,0.043724552
141,n,0.043724552
141,d,0.043724552
141,z,0.043724552
141,c,0.043724552
142,q,0.75331345
142,ak,0.75331345
142,ah,0.75331345
142,j,0.75331345
142,h,0.75331345
142,w,0.75331345
142,s,0.75331345
142,ai,0.75331345
142,ac,0.75331345
142,d,0.75331345
142,am,0.75331345
142,s,0.75331345
142,aa,0.75331345
142,ab,0.75331345
142,q,0.75331345
142,al,0.75331345
142,aj,0.75331345
142,p,0.75331345
142,o,0.75331345
142,w,0.75331345
142,z,0.75331345
142,k,0.75331345
142,ad,0.75331345
142,al,0.75331345
142,ai,0.75331345
142,d,0.75331345
142,n,0.75331345
142,z,0.75331345
142,c,0.75331345
143,a,0.168830761
143,h,0.168830761
143,s,0.168830761
143,aj,0.168830761
143,f,0.168830761
143,am,0.168830761
143,ai,0.168830761
143,i,0.168830761
143,ac,0.168830761
143,aa,0.168830761
143,s,0.168830761
143,q,0.168830761
143,ab,0.168830761
143,p,0.168830761
143,al,0.168830761
143,o,0.168830761
143,w,0.168830761
143,k,0.168830761
143,z,0.168830761
143,ai,0.168830761
143,ad,0.168830761
143,al,0.168830761
143,n,0.168830761
143,d,0.168830761
143,z,0.168830761
143,c,0.168830761
144,ak,0.655148057
144,w,0.655148057
144,ah,0.655148057
144,j,0.655148057
144,q,0.655148057
144,s,0.655148057
144,h,0.655148057
144,d,0.655148057
144,ai,0.655148057
144,s,0.655148057
144,ac,0.655148057
144,aa,0.655148057
144,aj,0.655148057
144,am,0.655148057
144,ab,0.655148057
144,q,0.655148057
144,p,0.655148057
144,al,0.655148057
144,o,0.655148057
144,w,0.655148057
144,k,0.655148057
144,z,0.655148057
144,ad,0.655148057
144,ai,0.655148057
144,al,0.655148057
144,z,0.655148057
144,n,0.655148057
144,d,0.655148057
144,c,0.655148057
145,q,0.855319341
145,j,0.855319341
145,ak,0.855319341
145,n,0.855319341
145,w,0.855319341
145,d,0.855319341
145,h,0.855319341
145,s,0.855319341
145,g,0.855319341
145,ai,0.855319341
145,s,0.855319341
145,am,0.855319341
145,aa,0.855319341
145,ac,0.855319341
145,q,0.855319341
145,p,0.855319341
145,ab,0.855319341
145,al,0.855319341
145,o,0.855319341
145,w,0.855319341
145,k,0.855319341
145,z,0.855319341
145,ad,0.855319341
145,al,0.855319341
145,ai,0.855319341
145,n,0.855319341
145,z,0.855319341
145,d,0.855319341
145,c,0.855319341
146,a,0.134618243
146,aj,0.134618243
146,f,0.134618243
146,s,0.134618243
146,h,0.134618243
146,aa,0.134618243
146,ai,0.134618243
146,g,0.134618243
146,ab,0.134618243
146,s,0.134618243
146,am,0.134618243
146,ac,0.134618243
146,q,0.134618243
146,p,0.134618243
146,al,0.134618243
146,o,0.134618243
146,w,0.134618243
146,z,0.134618243
146,k,0.134618243
146,ad,0.134618243
146,ai,0.134618243
146,al,0.134618243
146,z,0.134618243
147,q,0.290828723
147,j,0.290828723
147,s,0.290828723
147,h,0.290828723
147,f,0.290828723
147,aj,0.290828723
147,ai,0.290828723
147,ac,0.290828723
147,aa,0.290828723
147,s,0.290828723
147,ab,0.290828723
147,g,0.290828723
147,am,0.290828723
147,q,0.290828723
147,al,0.290828723
147,p,0.290828723
147,o,0.290828723
147,w,0.290828723
147,z,0.290828723
147,k,0.290828723
147,ai,0.290828723
147,ad,0.290828723
147,al,0.290828723
147,n,0.290828723
147,d,0.290828723
147,z,0.290828723
147,c,0.290828723
148,a,0.635719643
148,ak,0.635719643
148,s,0.635719643
148,h,0.635719643
148,ai,0.635719643
148,w,0.635719643
148,ah,0.635719643
148,aa,0.635719643
148,d,0.635719643
148,ac,0.635719643
148,ab,0.635719643
148,am,0.635719643
148,aj,0.635719643
148,s,0.635719643
148,q,0.635719643
148,al,0.635719643
148,p,0.635719643
148,o,0.635719643
148,w,0.635719643
148,z,0.635719643
148,k,0.635719643
148,ai,0.635719643
148,ad,0.635719643
148,al,0.635719643
148,n,0.635719643
148,d,0.635719643
148,z,0.635719643
148,c,0.635719643
149,q,0.97259228
149,j,0.97259228
149,ak,0.97259228
149,h,0.97259228
149,n,0.97259228
149,w,0.97259228
149,s,0.97259228
149,ai,0.97259228
149,d,0.97259228
149,aa,0.97259228
149,ab,0.97259228
149,g,0.97259228
149,ac,0.97259228
149,am,0.97259228
149,s,0.97259228
149,q,0.97259228
149,p,0.97259228
149,al,0.97259228
149,o,0.97259228
149,w,0.97259228
149,z,0.97259228
149,k,0.97259228
149,ai,0.97259228
149,ad,0.97259228
149,al,0.97259228
149,n,0.97259228
149,z,0.97259228
149,d,0.97259228
149,c,0.97259228
150,a,0.203019763
150,s,0.203019763
150,aj,0.203019763
150,f,0.203019763
150,i,0.203019763
150,h,0.203019763
150,am,0.203019763
150,aa,0.203019763
150,ai,0.203019763
150,s,0.203019763
150,ab,0.203019763
150,q,0.203019763
150,ac,0.203019763
150,al,0.203019763
150,p,0.203019763
150,o,0.203019763
150,w,0.203019763
150,z,0.203019763
150,k,0.203019763
150,ad,0.203019763
150,al,0.203019763
150,ai,0.203019763
150,n,0.203019763
150,d,0.203019763
150,z,0.203019763
150,c,0.203019763
151,a,0.841098639
151,ak,0.841098639
151,s,0.841098639
151,w,0.841098639
151,h,0.841098639
151,aa,0.841098639
151,n,0.841098639
151,ai,0.841098639
151,d,0.841098639
151,ac,0.841098639
151,ab,0.841098639
151,am,0.841098639
151,g,0.841098639
151,s,0.841098639
151,q,0.841098639
151,p,0.841098639
151,al,0.841098639
151,o,0.841098639
151,w,0.841098639
151,z,0.841098639
151,k,0.841098639
151,ai,0.841098639
151,ad,0.841098639
151,al,0.841098639
151,d,0.841098639
152,ak,0.498224799
152,a,0.498224799
152,h,0.498224799
152,s,0.498224799
152,w,0.498224799
152,d,0.498224799
152,ah,0.498224799
152,aa,0.498224799
152,ai,0.498224799
152,ac,0.498224799
152,aj,0.498224799
152,am,0.498224799
152,ab,0.498224799
152,ac,0.498224799
152,q,0.498224799
152,z,0.498224799
152,k,0.498224799
152,ai,0.498224799
152,ai,0.498224799
152,z,0.498224799
152,n,0.498224799
152,d,0.498224799
152,c,0.498224799
153,ak,0.701109319
153,a,0.701109319
153,ah,0.701109319
153,w,0.701109319
153,s,0.701109319
153,aa,0.701109319
153,h,0.701109319
153,ai,0.701109319
153,ac,0.701109319
153,d,0.701109319
153,am,0.701109319
153,aj,0.701109319
153,ab,0.701109319
153,s,0.701109319
153,q,0.701109319
153,al,0.701109319
153,p,0.701109319
153,o,0.701109319
153,w,0.701109319
153,z,0.701109319
153,k,0.701109319
153,ad,0.701109319
153,ai,0.701109319
153,al,0.701109319
153,n,0.701109319
153,z,0.701109319
153,d,0.701109319
154,j,0.094859154
154,f,0.094859154
154,q,0.094859154
154,h,0.094859154
154,aj,0.094859154
154,s,0.094859154
154,am,0.094859154
154,s,0.094859154
154,ai,0.094859154
154,ac,0.094859154
154,g,0.094859154
154,aa,0.094859154
154,ab,0.094859154
154,q,0.094859154
154,p,0.094859154
154,al,0.094859154
154,o,0.094859154
154,w,0.094859154
154,z,0.094859154
154,k,0.094859154
154,ai,0.094859154
154,ad,0.094859154
154,al,0.094859154
154,z,0.094859154
155,a,0.458843478
155,s,0.458843478
155,h,0.458843478
155,ak,0.458843478
155,w,0.458843478
155,aa,0.458843478
155,ai,0.458843478
155,d,0.458843478
155,ah,0.458843478
155,af,0.458843478
155,aj,0.458843478
155,ac,0.458843478
155,ac,0.458843478
155,ab,0.458843478
155,z,0.458843478
155,k,0.458843478
155,ai,0.458843478
155,y,0.458843478
155,n,0.458843478
155,n,0.458843478
156,ak,0.758313064
156,ah,0.758313064
156,j,0.758313064
156,q,0.758313064
156,h,0.758313064
156,ai,0.758313064
156,w,0.758313064
156,d,0.758313064
156,s,0.758313064
156,ac,0.758313064
156,am,0.758313064
156,aa,0.758313064
156,s,0.758313064
156,aj,0.758313064
156,q,0.758313064
156,p,0.758313064
156,ab,0.758313064
156,al,0.758313064
156,o,0.758313064
156,w,0.758313064
156,z,0.758313064
156,k,0.758313064
156,ad,0.758313064
156,ai,0.758313064
156,al,0.758313064
156,d,0.758313064
156,z,0.758313064
156,n,0.758313064
156,c,0.758313064
157,ak,0.800226489
157,w,0.800226489
157,ah,0.800226489
157,d,0.800226489
157,j,0.800226489
157,am,0.800226489
157,q,0.800226489
157,s,0.800226489
157,s,0.800226489
157,h,0.800226489
157,q,0.800226489
157,aj,0.800226489
157,aa,0.800226489
157,p,0.800226489
157,al,0.800226489
157,ai,0.800226489
157,ab,0.800226489
157,o,0.800226489
157,ac,0.800226489
157,w,0.800226489
157,k,0.800226489
157,z,0.800226489
157,ai,0.800226489
157,ad,0.800226489
157,al,0.800226489
157,n,0.800226489
157,d,0.800226489
157,z,0.800226489
157,c,0.800226489
158,ak,0.808166207
158,ah,0.808166207
158,w,0.808166207
158,d,0.808166207
158,j,0.808166207
158,s,0.808166207
158,q,0.808166207
158,aj,0.808166207
158,am,0.808166207
158,h,0.808166207
158,s,0.808166207
158,aa,0.808166207
158,q,0.808166207
158,al,0.808166207
158,ai,0.808166207
158,ab,0.808166207
158,p,0.808166207
158,ac,0.808166207
158,o,0.808166207
158,w,0.808166207
158,z,0.808166207
158,k,0.808166207
158,ad,0.808166207
158,ai,0.808166207
158,al,0.808166207
158,z,0.808166207
158,n,0.808166207
158,d,0.808166207
158,c,0.808166207
159,a,0.193728267
159,f,0.193728267
159,s,0.193728267
159,h,0.193728267
159,aj,0.193728267
159,aa,0.193728267
159,ab,0.193728267
159,g,0.193728267
159,ai,0.193728267
159,s,0.193728267
159,am,0.193728267
159,q,0.193728267
159,al,0.193728267
159,ac,0.193728267
159,p,0.193728267
159,o,0.193728267
159,w,0.193728267
159,z,0.193728267
159,k,0.193728267
159,ad,0.193728267
159,ai,0.193728267
159,al,0.193728267
159,n,0.193728267
159,z,0.193728267
159,d,0.193728267
159,c,0.193728267
160,f,0.165972518
160,aj,0.165972518
160,s,0.165972518
160,q,0.165972518
160,j,0.165972518
160,s,0.165972518
160,am,0.165972518
160,q,0.165972518
160,aj,0.165972518
160,h,0.165972518
160,aa,0.165972518
160,p,0.165972518
160,al,0.165972518
160,ab,0.165972518
160,o,0.165972518
160,w,0.165972518
160,ai,0.165972518
160,z,0.165972518
160,ac,0.165972518
160,k,0.165972518
160,ad,0.165972518
160,al,0.165972518
160,ai,0.165972518
160,d,0.165972518
160,z,0.165972518
160,n,0.165972518
160,c,0.165972518
161,q,0.829515106
161,ak,0.829515106
161,j,0.829515106
161,h,0.829515106
161,ai,0.829515106
161,w,0.829515106
161,d,0.829515106
161,c,0.829515106
161,at,0.829515106
161,am,0.829515106
161,s,0.829515106
161,s,0.829515106
161,ac,0.829515106
161,aa,0.829515106
161,i,0.829515106
161,q,0.829515106
161,ab,0.829515106
161,p,0.829515106
161,al,0.829515106
161,o,0.829515106
161,w,0.829515106
161,z,0.829515106
161,k,0.829515106
161,ai,0.829515106
161,ad,0.829515106
161,al,0.829515106
161,n,0.829515106
161,d,0.829515106
161,z,0.829515106
161,c,0.829515106
162,aj,0.258199886
162,f,0.258199886
162,a,0.258199886
162,am,0.258199886
162,i,0.258199886
162,h,0.258199886
162,s,0.258199886
162,ai,0.258199886
162,s,0.258199886
162,ac,0.258199886
162,q,0.258199886
162,p,0.258199886
162,aa,0.258199886
162,al,0.258199886
162,ab,0.258199886
162,o,0.258199886
162,w,0.258199886
162,k,0.258199886
162,z,0.258199886
162,ad,0.258199886
162,ai,0.258199886
162,al,0.258199886
162,n,0.258199886
162,d,0.258199886
162,z,0.258199886
162,c,0.258199886
163,f,0.341644334
163,a,0.341644334
163,h,0.341644334
163,aj,0.341644334
163,s,0.341644334
163,am,0.341644334
163,ai,0.341644334
163,s,0.341644334
163,ac,0.341644334
163,q,0.341644334
163,p,0.341644334
163,al,0.341644334
163,aj,0.341644334
163,o,0.341644334
163,aa,0.341644334
163,ab,0.341644334
163,w,0.341644334
163,z,0.341644334
163,k,0.341644334
163,ai,0.341644334
163,ad,0.341644334
163,al,0.341644334
163,n,0.341644334
163,z,0.341644334
163,d,0.341644334
163,c,0.341644334
164,a,0.86663391
164,ak,0.86663391
164,n,0.86663391
164,w,0.86663391
164,h,0.86663391
164,s,0.86663391
164,aa,0.86663391
164,d,0.86663391
164,ai,0.86663391
164,g,0.86663391
164,ab,0.86663391
164,am,0.86663391
164,ac,0.86663391
164,s,0.86663391
164,q,0.86663391
164,al,0.86663391
164,p,0.86663391
164,o,0.86663391
164,w,0.86663391
164,z,0.86663391
164,k,0.86663391
164,ai,0.86663391
164,ad,0.86663391
164,al,0.86663391
164,d,0.86663391
164,n,0.86663391
165,ak,0.901242692
165,q,0.901242692
165,n,0.901242692
165,j,0.901242692
165,h,0.901242692
165,w,0.901242692
165,s,0.901242692
165,aa,0.901242692
165,d,0.901242692
165,ai,0.901242692
165,s,0.901242692
165,ab,0.901242692
165,g,0.901242692
165,am,0.901242692
165,ac,0.901242692
165,q,0.901242692
165,al,0.901242692
165,p,0.901242692
165,o,0.901242692
165,w,0.901242692
165,k,0.901242692
165,z,0.901242692
165,ai,0.901242692
165,ad,0.901242692
165,al,0.901242692
165,d,0.901242692
165,n,0.901242692
166,aj,0.240614121
166,a,0.240614121
166,f,0.240614121
166,g,0.240614121
166,am,0.240614121
166,h,0.240614121
166,s,0.240614121
166,s,0.240614121
166,q,0.240614121
166,p,0.240614121
166,aa,0.240614121
166,ai,0.240614121
166,al,0.240614121
166,ab,0.240614121
166,ac,0.240614121
166,o,0.240614121
166,w,0.240614121
166,z,0.240614121
166,k,0.240614121
166,ai,0.240614121
166,ad,0.240614121
166,al,0.240614121
166,z,0.240614121
166,d,0.240614121
166,n,0.240614121
166,c,0.240614121
167,a,0.582939656
167,h,0.582939656
167,ak,0.582939656
167,s,0.582939656
167,ai,0.582939656
167,w,0.582939656
167,ah,0.582939656
167,aa,0.582939656
167,d,0.582939656
167,ac,0.582939656
167,ac,0.582939656
167,aj,0.582939656
167,af,0.582939656
167,ab,0.582939656
167,z,0.582939656
167,k,0.582939656
167,ai,0.582939656
167,y,0.582939656
167,n,0.582939656
167,n,0.582939656
167,z,0.582939656
167,d,0.582939656
168,aj,0.271705941
168,f,0.271705941
168,j,0.271705941
168,am,0.271705941
168,q,0.271705941
168,s,0.271705941
168,g,0.271705941
168,h,0.271705941
168,q,0.271705941
168,ai,0.271705941
168,s,0.271705941
168,ac,0.271705941
168,p,0.271705941
168,al,0.271705941
168,aa,0.271705941
168,o,0.271705941
168,w,0.271705941
168,ab,0.271705941
168,k,0.271705941
168,z,0.271705941
168,ai,0.271705941
168,ad,0.271705941
168,al,0.271705941
168,d,0.271705941
168,z,0.271705941
168,n,0.271705941
168,c,0.271705941
169,ak,0.620682162
169,j,0.620682162
169,w,0.620682162
169,ah,0.620682162
169,d,0.620682162
169,q,0.620682162
169,s,0.620682162
169,aj,0.620682162
169,h,0.620682162
169,aa,0.620682162
169,af,0.620682162
169,ac,0.620682162
169,z,0.620682162
169,ai,0.620682162
169,ac,0.620682162
169,ab,0.620682162
169,k,0.620682162
169,ai,0.620682162
169,ai,0.620682162
169,d,0.620682162
169,n,0.620682162
169,z,0.620682162
169,c,0.620682162
170,a,0.967625116
170,ak,0.967625116
170,w,0.967625116
170,n,0.967625116
170,h,0.967625116
170,ai,0.967625116
170,ac,0.967625116
170,s,0.967625116
170,d,0.967625116
170,am,0.967625116
170,aa,0.967625116
170,s,0.967625116
170,g,0.967625116
170,ab,0.967625116
170,q,0.967625116
170,p,0.967625116
170,al,0.967625116
170,o,0.967625116
170,w,0.967625116
170,k,0.967625116
170,z,0.967625116
170,ai,0.967625116
170,ad,0.967625116
170,al,0.967625116
170,n,0.967625116
170,z,0.967625116
170,d,0.967625116
170,c,0.967625116
171,ak,0.481031301
171,ah,0.481031301
171,a,0.481031301
171,h,0.481031301
171,w,0.481031301
171,d,0.481031301
171,ac,0.481031301
171,s,0.481031301
171,aj,0.481031301
171,ai,0.481031301
171,am,0.481031301
171,aa,0.481031301
171,q,0.481031301
171,z,0.481031301
171,ac,0.481031301
171,ab,0.481031301
171,k,0.481031301
171,ai,0.481031301
171,ai,0.481031301
171,d,0.481031301
171,z,0.481031301
171,n,0.481031301
171,c,0.481031301
172,aj,0.149685885
172,f,0.149685885
172,q,0.149685885
172,j,0.149685885
172,s,0.149685885
172,i,0.149685885
172,am,0.149685885
172,s,0.149685885
172,q,0.149685885
172,al,0.149685885
172,h,0.149685885
172,aa,0.149685885
172,ab,0.149685885
172,p,0.149685885
172,ai,0.149685885
172,ac,0.149685885
172,o,0.149685885
172,w,0.149685885
172,z,0.149685885
172,k,0.149685885
172,ai,0.149685885
172,ad,0.149685885
172,al,0.149685885
172,z,0.149685885
172,d,0.149685885
173,a,0.186707805
173,s,0.186707805
173,f,0.186707805
173,aj,0.186707805
173,h,0.186707805
173,s,0.186707805
173,am,0.186707805
173,q,0.186707805
173,ai,0.186707805
173,aa,0.186707805
173,ab,0.186707805
173,i,0.186707805
173,al,0.186707805
173,ac,0.186707805
173,p,0.186707805
173,o,0.186707805
173,w,0.186707805
173,z,0.186707805
173,k,0.186707805
173,ai,0.186707805
